longitude,latitude,city,wrb4_code,physical_root_depth,physical_available_water_capacity,basic_ph,basic_organic_carbon,basic_total_nitrogen,basic_c/n_ratio,texture_clay,texture_silt,texture_sand,texture_coarse_fragments,physical_bulk_density,physical_reference_bulk_density,chemical_cation_exchange_capacity,chemical_clay_cec,chemical_effective_cec,chemical_total_exchangeable_bases,chemical_base_saturation,chemical_exchangeable_sodium_percentage,chemical_aluminum_saturation,salinity_electrical_conductivity,salinity_total_carbon_equivalent,salinity_gypsum_content
34.2,37.6,Zonguldak,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.2,37.8,Zonguldak,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.2,38.0,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.2,38.2,Aksaray,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.2,38.4,Aksaray,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.2,38.6,Aksaray,LPnt,4,0,-3.0,1.175,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.2,38.8,Çorum,LPnt,4,0,-3.0,1.175,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.2,39.0,Kırşehir,LPnt,4,0,-3.0,1.164,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.2,39.2,Kırşehir,LPnt,4,0,-3.0,1.164,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.2,39.4,Kırşehir,LPnt,4,0,-3.0,1.164,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.2,39.6,Kırşehir,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.2,39.8,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.2,40.0,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.2,40.2,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.2,40.4,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.2,40.6,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.2,40.8,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.2,41.0,Kastamonu,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.2,41.2,Kastamonu,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.2,41.4,Kastamonu,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.2,41.6,Kastamonu,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.2,41.8,Kastamonu,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.4,36.8,Mersin,LPli,4,12,6.7,3.163,1.5,12.0,20.0,29.0,51.0,22.0,1.37,1.72,16.0,35.0,20.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
34.4,37.0,Mersin,LPli,4,12,6.7,3.163,1.5,12.0,20.0,29.0,51.0,22.0,1.37,1.72,16.0,35.0,20.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
34.4,37.2,Mersin,LPli,4,12,6.7,3.163,1.5,12.0,20.0,29.0,51.0,22.0,1.37,1.72,16.0,35.0,20.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
34.4,37.4,Konya,LPli,4,12,6.7,3.163,1.5,12.0,20.0,29.0,51.0,22.0,1.37,1.72,16.0,35.0,20.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
34.4,37.6,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.4,38.2,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.4,38.4,Aksaray,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.4,38.6,Nevşehir,LPnt,4,0,-3.0,1.175,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.4,39.0,Kırşehir,LPnt,4,0,-3.0,1.175,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.4,39.2,Kırşehir,LPnt,4,0,-3.0,1.164,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.4,39.4,Kırşehir,LPnt,4,0,-3.0,1.164,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.78,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
34.4,39.6,Kırşehir,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.4,39.8,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.4,40.0,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.4,40.2,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.4,40.4,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.4,40.6,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.4,40.8,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.4,41.0,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.4,41.2,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.4,41.4,Kastamonu,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.4,41.6,Kastamonu,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.6,36.8,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.6,37.0,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.6,37.2,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.6,37.4,Niğde,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.6,37.6,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.6,38.0,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.6,38.2,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.6,39.4,Kırşehir,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.6,39.6,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.6,40.0,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.6,40.2,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.6,40.4,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.6,40.6,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.6,40.8,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.6,41.0,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.6,41.2,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.6,41.4,Sinop,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.8,36.8,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.8,37.0,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.8,37.2,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.8,37.4,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
34.8,37.6,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.8,38.0,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.8,38.2,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
34.8,39.4,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.8,39.6,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.8,39.8,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.8,40.0,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.8,40.2,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.8,40.4,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
34.8,40.6,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.8,40.8,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.8,41.0,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.8,41.2,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
34.8,41.4,Sinop,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.0,36.8,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.0,37.0,Mersin,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.0,37.2,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.0,37.4,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.0,37.6,Adana,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.0,37.8,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.0,38.0,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.0,38.2,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.0,38.4,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.0,38.8,Kayseri,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.0,39.2,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.0,39.4,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.0,40.2,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.0,40.4,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.0,40.6,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.0,40.8,Amasya,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.0,41.0,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.0,41.2,Samsun,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.0,41.4,Sinop,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.2,36.8,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.2,37.0,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.2,37.2,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.2,37.4,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.2,37.6,Adana,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.2,37.8,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.2,38.0,Niğde,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.2,38.2,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.2,38.4,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.2,38.6,Kayseri,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,38.8,Kayseri,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,39.0,Kayseri,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,39.2,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,39.6,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,39.8,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,40.0,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,40.2,Yozgat,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,40.4,Çorum,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.2,40.6,Çorum,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.2,40.8,Amasya,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.2,41.0,Amasya,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.2,41.2,Samsun,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.2,41.4,Sinop,CMca,1,168,8.0,1.164,1.12,10.0,29.0,40.0,31.0,5.0,1.48,1.83,17.0,48.0,38.0,38.0,99.0,3.0,0.0,1.0,9.8,2.1
35.4,36.6,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.4,36.8,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.4,37.0,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.4,37.2,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.4,37.4,Adana,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
35.4,37.6,Adana,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.4,37.8,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.4,38.0,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.4,38.2,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.4,38.4,Kayseri,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
35.4,38.6,Kayseri,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
35.4,38.8,Kayseri,CLha,1,151,8.1,1.175,1.34,9.0,25.0,36.0,39.0,10.0,1.42,1.78,18.0,59.0,48.0,48.0,100.0,3.0,0.0,1.0,14.7,0.3
