longitude,latitude,city,soil_id,wrb4_code,wrb2_code,wrb2_description,fao90_code,physical_root_depth,physical_available_water_capacity,basic_ph,basic_organic_carbon,basic_total_nitrogen,basic_c/n_ratio,texture_clay,texture_silt,texture_sand,texture_coarse_fragments,physical_bulk_density,physical_reference_bulk_density,chemical_cation_exchange_capacity,chemical_clay_cec,chemical_effective_cec,chemical_total_exchangeable_bases,chemical_base_saturation,chemical_exchangeable_sodium_percentage,chemical_aluminum_saturation,salinity_electrical_conductivity,salinity_total_carbon_equivalent,salinity_gypsum_content
26.4,40.4,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.4,40.6,Edirne,9325,AN,AN,Andosols - Soils with allophanes and/or Al-humus complexes,ANh,3,41,5.900000095367432,6.960000038146973,3.309999942779541,12.0,19.0,41.0,40.0,13.0,0.8600000143051147,1.690000057220459,34.0,67.0,14.0,10.0,43.0,1.0,38.0,0.0,0.0,0.0
26.4,40.8,Edirne,9325,AN,AN,Andosols - Soils with allophanes and/or Al-humus complexes,ANh,3,41,5.900000095367432,6.960000038146973,3.309999942779541,12.0,19.0,41.0,40.0,13.0,0.8600000143051147,1.690000057220459,34.0,67.0,14.0,10.0,43.0,1.0,38.0,0.0,0.0,0.0
26.4,41.0,Edirne,9325,AN,AN,Andosols - Soils with allophanes and/or Al-humus complexes,ANh,3,41,5.900000095367432,6.960000038146973,3.309999942779541,12.0,19.0,41.0,40.0,13.0,0.8600000143051147,1.690000057220459,34.0,67.0,14.0,10.0,43.0,1.0,38.0,0.0,0.0,0.0
26.4,41.2,Edirne,9325,AN,AN,Andosols - Soils with allophanes and/or Al-humus complexes,ANh,3,41,5.900000095367432,6.960000038146973,3.309999942779541,12.0,19.0,41.0,40.0,13.0,0.8600000143051147,1.690000057220459,34.0,67.0,14.0,10.0,43.0,1.0,38.0,0.0,0.0,0.0
26.4,41.8,Edirne,10424,LVvr,LV,"Luvisols - High-activity clays, high base status",LVv,1,194,6.599999904632568,1.430000066757202,1.149999976158142,10.0,39.0,32.0,29.0,5.0,1.409999966621399,1.9299999475479128,25.0,55.0,23.0,21.0,93.0,1.0,0.0,1.0,0.0,0.1000000014901161
26.6,38.2,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.6,38.4,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.6,39.6,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.6,39.8,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.6,40.0,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.6,40.2,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.6,40.4,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.6,40.8,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.6,41.0,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.6,41.2,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.6,41.6,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.6,41.8,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.8,38.2,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.8,39.0,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
26.8,39.2,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
26.8,39.4,Balıkesir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
26.8,39.6,Van,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.8,39.8,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.8,40.2,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.8,40.4,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
26.8,41.2,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.8,41.4,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.8,41.6,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
26.8,41.8,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.0,38.2,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.0,38.4,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.0,38.6,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.0,38.8,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.0,39.0,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.0,39.2,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.0,39.4,Balıkesir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.0,39.6,Van,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.0,39.8,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.0,40.2,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.0,41.4,Kırklareli,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.0,41.6,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.0,41.8,Edirne,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,37.4,Aydın,9322,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,37.6,Aydın,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,38.0,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,38.2,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,38.4,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,38.6,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.2,39.0,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.2,39.2,İzmir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.2,39.4,Balıkesir,43579,FLca,FL,"Fluvisols - Stratified fluviatile, marine or lacustrine sediments",FLc,1,168,7.900000095367432,0.8949999809265137,0.8799999952316284,9.0,21.0,40.0,39.0,2.0,1.4199999570846558,1.7300000190734863,13.0,52.0,29.0,28.0,100.0,2.0,0.0,2.0,10.100000381469728,0.5
27.2,39.6,Balıkesir,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.2,39.8,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.2,40.0,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.9299999475479128,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.2,40.2,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.7634999752044678,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.2,40.4,Çanakkale,40462,TC,TC,Technosols - Soils with strong human influence (containing significant amounts of artefacts),UR,1,0,6.400000095367432,1.597000002861023,1.3200000524520874,11.0,22.0,35.0,39.0,5.0,1.350000023841858,1.7400000095367432,17.327900912646676,49.77509778357236,27.15645371577575,25.548891786179922,84.27444589308996,2.042372881355932,0.29595827900912647,0.9106910039113429,7.429204685902502,0.7515645304056081
27.2,41.4,Kırklareli,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,41.6,Kırklareli,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.2,41.8,Kırklareli,45158,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.4,37.0,Muğla,9322,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.4,37.4,Aydın,9322,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.4,37.6,Aydın,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.4,37.8,Aydın,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.4,38.0,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
27.4,38.2,İzmir,43392,CMcr,CM,Cambisols - Moderately developed soils,CMx,1,165,6.099999904632568,1.9299999475479128,1.3200000524520874,12.0,36.0,31.0,33.0,5.0,1.350000023841858,1.899999976158142,20.0,34.0,15.0,17.0,82.0,1.0,0.0,1.0,0.0,1.600000023841858
